date,season,year,month,holiday,weekday,workingday,weathersit,casual,registered,count,recency
2012-10-31,Fall,2012,Oct,No,Wed,Yes,Mist,419,5147,5566,61
2012-11-01,Fall,2012,Nov,No,Thu,Yes,Clear,466,5520,5986,60
2012-11-02,Fall,2012,Nov,No,Fri,Yes,Clear,618,5229,5847,59
2012-11-03,Fall,2012,Nov,No,Sat,No,Clear,1029,4109,5138,58
2012-11-04,Fall,2012,Nov,No,Sun,No,Clear,1201,3906,5107,57
2012-11-05,Fall,2012,Nov,No,Mon,Yes,Mist,378,4881,5259,56
2012-11-06,Fall,2012,Nov,No,Tue,Yes,Clear,466,5220,5686,55
2012-11-07,Fall,2012,Nov,No,Wed,Yes,Mist,326,4709,5035,54
2012-11-08,Fall,2012,Nov,No,Thu,Yes,Light Rain,340,4975,5315,53
2012-11-09,Fall,2012,Nov,No,Fri,Yes,Clear,709,5283,5992,52
2012-11-10,Fall,2012,Nov,No,Sat,No,Clear,2090,4446,6536,51
2012-11-11,Fall,2012,Nov,No,Sun,No,Clear,2290,4562,6852,50
2012-11-12,Fall,2012,Nov,Yes,Mon,No,Clear,1097,5172,6269,49
2012-11-13,Fall,2012,Nov,No,Tue,Yes,Mist,327,3767,4094,48
2012-11-14,Fall,2012,Nov,No,Wed,Yes,Clear,373,5122,5495,47
2012-11-15,Fall,2012,Nov,No,Thu,Yes,Mist,320,5125,5445,46
2012-11-16,Fall,2012,Nov,No,Fri,Yes,Mist,484,5214,5698,45
2012-11-17,Fall,2012,Nov,No,Sat,No,Clear,1313,4316,5629,44
2012-11-18,Fall,2012,Nov,No,Sun,No,Mist,922,3747,4669,43
2012-11-19,Fall,2012,Nov,No,Mon,Yes,Clear,449,5050,5499,42
2012-11-20,Fall,2012,Nov,No,Tue,Yes,Clear,534,5100,5634,41
2012-11-21,Fall,2012,Nov,No,Wed,Yes,Clear,615,4531,5146,40
2012-11-22,Fall,2012,Nov,Yes,Thu,No,Clear,955,1470,2425,39
2012-11-23,Fall,2012,Nov,No,Fri,Yes,Clear,1603,2307,3910,38
2012-11-24,Fall,2012,Nov,No,Sat,No,Clear,532,1745,2277,37
2012-11-25,Fall,2012,Nov,No,Sun,No,Clear,309,2115,2424,36
2012-11-26,Fall,2012,Nov,No,Mon,Yes,Clear,337,4750,5087,35
2012-11-27,Fall,2012,Nov,No,Tue,Yes,Mist,123,3836,3959,34
2012-11-28,Fall,2012,Nov,No,Wed,Yes,Mist,198,5062,5260,33
2012-11-29,Fall,2012,Nov,No,Thu,Yes,Clear,243,5080,5323,32
2012-11-30,Fall,2012,Nov,No,Fri,Yes,Clear,362,5306,5668,31
2012-12-01,Fall,2012,Dec,No,Sat,No,Clear,951,4240,5191,30
2012-12-02,Fall,2012,Dec,No,Sun,No,Mist,892,3757,4649,29
2012-12-03,Fall,2012,Dec,No,Mon,Yes,Mist,555,5679,6234,28
2012-12-04,Fall,2012,Dec,No,Tue,Yes,Clear,551,6055,6606,27
2012-12-05,Fall,2012,Dec,No,Wed,Yes,Clear,331,5398,5729,26
2012-12-06,Fall,2012,Dec,No,Thu,Yes,Clear,340,5035,5375,25
2012-12-07,Fall,2012,Dec,No,Fri,Yes,Clear,349,4659,5008,24
2012-12-08,Fall,2012,Dec,No,Sat,No,Mist,1153,4429,5582,23
2012-12-09,Fall,2012,Dec,No,Sun,No,Mist,441,2787,3228,22
2012-12-10,Fall,2012,Dec,No,Mon,Yes,Light Rain,329,4841,5170,21
2012-12-11,Fall,2012,Dec,No,Tue,Yes,Light Rain,282,5219,5501,20
2012-12-12,Fall,2012,Dec,No,Wed,Yes,Clear,310,5009,5319,19
2012-12-13,Fall,2012,Dec,No,Thu,Yes,Mist,425,5107,5532,18
2012-12-14,Fall,2012,Dec,No,Fri,Yes,Clear,429,5182,5611,17
2012-12-15,Fall,2012,Dec,No,Sat,No,Clear,767,4280,5047,16
2012-12-16,Fall,2012,Dec,No,Sun,No,Mist,538,3248,3786,15
2012-12-17,Fall,2012,Dec,No,Mon,Yes,Mist,212,4373,4585,14
2012-12-18,Fall,2012,Dec,No,Tue,Yes,Mist,433,5124,5557,13
2012-12-19,Fall,2012,Dec,No,Wed,Yes,Clear,333,4934,5267,12
2012-12-20,Fall,2012,Dec,No,Thu,Yes,Clear,314,3814,4128,11
2012-12-21,Winter,2012,Dec,No,Fri,Yes,Light Rain,221,3402,3623,10
2012-12-22,Winter,2012,Dec,No,Sat,No,Clear,205,1544,1749,9
2012-12-23,Winter,2012,Dec,No,Sun,No,Clear,408,1379,1787,8
2012-12-24,Winter,2012,Dec,No,Mon,Yes,Clear,174,746,920,7
2012-12-25,Winter,2012,Dec,Yes,Tue,No,Light Rain,440,573,1013,6
2012-12-26,Winter,2012,Dec,No,Wed,Yes,Mist,9,432,441,5
2012-12-27,Winter,2012,Dec,No,Thu,Yes,Light Rain,247,1867,2114,4
2012-12-28,Winter,2012,Dec,No,Fri,Yes,Mist,644,2451,3095,3
2012-12-29,Winter,2012,Dec,No,Sat,No,Mist,159,1182,1341,2
2012-12-30,Winter,2012,Dec,No,Sun,No,Mist,364,1432,1796,1
2012-12-31,Winter,2012,Dec,No,Mon,Yes,Clear,439,2290,2729,0
